segment_id,participant,grid_position,label,original_file,segment_length
135,participant1,5,5,P01_trial0006.csv,31
136,participant1,5,5,P01_trial0006.csv,31
137,participant1,5,5,P01_trial0006.csv,31
138,participant1,5,5,P01_trial0006.csv,31
139,participant1,5,5,P01_trial0006.csv,31
140,participant1,5,5,P01_trial0006.csv,31
141,participant1,5,5,P01_trial0006.csv,31
142,participant1,5,5,P01_trial0006.csv,31
143,participant1,5,5,P01_trial0006.csv,31
144,participant1,5,5,P01_trial0006.csv,31
145,participant1,5,5,P01_trial0006.csv,31
146,participant1,5,5,P01_trial0006.csv,31
147,participant1,5,5,P01_trial0006.csv,31
148,participant1,5,5,P01_trial0006.csv,31
149,participant1,5,5,P01_trial0006.csv,31
150,participant1,5,5,P01_trial0006.csv,31
151,participant1,5,5,P01_trial0006.csv,31
152,participant1,5,5,P01_trial0006.csv,31
153,participant1,5,5,P01_trial0006.csv,31
154,participant1,5,5,P01_trial0006.csv,31
155,participant1,5,5,P01_trial0006.csv,31
156,participant1,5,5,P01_trial0006.csv,31
157,participant1,6,6,P01_trial0007.csv,31
158,participant1,6,6,P01_trial0007.csv,31
159,participant1,6,6,P01_trial0007.csv,31
160,participant1,6,6,P01_trial0007.csv,31
161,participant1,6,6,P01_trial0007.csv,31
162,participant1,6,6,P01_trial0007.csv,31
163,participant1,6,6,P01_trial0007.csv,31
164,participant1,6,6,P01_trial0007.csv,31
165,participant1,6,6,P01_trial0007.csv,31
166,participant1,6,6,P01_trial0007.csv,31
167,participant1,6,6,P01_trial0007.csv,31
168,participant1,6,6,P01_trial0007.csv,31
169,participant1,6,6,P01_trial0007.csv,31
170,participant1,6,6,P01_trial0007.csv,31
171,participant1,6,6,P01_trial0007.csv,31
172,participant1,6,6,P01_trial0007.csv,31
173,participant1,6,6,P01_trial0007.csv,31
174,participant1,6,6,P01_trial0007.csv,31
175,participant1,6,6,P01_trial0007.csv,31
176,participant1,6,6,P01_trial0007.csv,31
177,participant1,6,6,P01_trial0007.csv,31
178,participant1,6,6,P01_trial0007.csv,31
179,participant1,6,6,P01_trial0007.csv,31
180,participant1,6,6,P01_trial0007.csv,31
181,participant1,6,6,P01_trial0007.csv,31
182,participant1,7,7,P01_trial0008.csv,31
183,participant1,7,7,P01_trial0008.csv,31
184,participant1,7,7,P01_trial0008.csv,31
185,participant1,7,7,P01_trial0008.csv,31
186,participant1,7,7,P01_trial0008.csv,31
187,participant1,7,7,P01_trial0008.csv,31
188,participant1,7,7,P01_trial0008.csv,31
189,participant1,7,7,P01_trial0008.csv,31
190,participant1,7,7,P01_trial0008.csv,31
191,participant1,7,7,P01_trial0008.csv,31
192,participant1,7,7,P01_trial0008.csv,31
193,participant1,7,7,P01_trial0008.csv,31
194,participant1,7,7,P01_trial0008.csv,31
195,participant1,7,7,P01_trial0008.csv,31
196,participant1,7,7,P01_trial0008.csv,31
197,participant1,7,7,P01_trial0008.csv,31
198,participant1,7,7,P01_trial0008.csv,31
199,participant1,7,7,P01_trial0008.csv,31
200,participant1,7,7,P01_trial0008.csv,31
201,participant1,7,7,P01_trial0008.csv,31
202,participant1,7,7,P01_trial0008.csv,31
203,participant1,7,7,P01_trial0008.csv,31
204,participant1,7,7,P01_trial0008.csv,31
205,participant1,7,7,P01_trial0008.csv,31
206,participant1,8,8,P01_trial0009.csv,31
207,participant1,8,8,P01_trial0009.csv,31
208,participant1,8,8,P01_trial0009.csv,31
209,participant1,8,8,P01_trial0009.csv,31
210,participant1,8,8,P01_trial0009.csv,31
211,participant1,8,8,P01_trial0009.csv,31
212,participant1,8,8,P01_trial0009.csv,31
213,participant1,8,8,P01_trial0009.csv,31
214,participant1,8,8,P01_trial0009.csv,31
215,participant1,8,8,P01_trial0009.csv,31
216,participant1,8,8,P01_trial0009.csv,31
217,participant1,8,8,P01_trial0009.csv,31
218,participant1,8,8,P01_trial0009.csv,31
219,participant1,8,8,P01_trial0009.csv,31
220,participant1,8,8,P01_trial0009.csv,31
221,participant1,8,8,P01_trial0009.csv,31
222,participant1,8,8,P01_trial0009.csv,31
223,participant1,8,8,P01_trial0009.csv,31
224,participant1,8,8,P01_trial0009.csv,31
225,participant1,8,8,P01_trial0009.csv,31
226,participant1,8,8,P01_trial0009.csv,31
227,participant1,8,8,P01_trial0009.csv,31
228,participant1,8,8,P01_trial0009.csv,31
229,participant1,8,8,P01_trial0009.csv,31
230,participant1,8,8,P01_trial0009.csv,31
231,participant1,8,8,P01_trial0009.csv,31
232,participant1,8,8,P01_trial0009.csv,31
233,participant1,8,8,P01_trial0009.csv,31
234,participant2,0,0,P02_trial0001.csv,31
235,participant2,0,0,P02_trial0001.csv,31
236,participant2,0,0,P02_trial0001.csv,31
237,participant2,0,0,P02_trial0001.csv,31
238,participant2,0,0,P02_trial0001.csv,31
239,participant2,0,0,P02_trial0001.csv,31
240,participant2,0,0,P02_trial0001.csv,31
241,participant2,0,0,P02_trial0001.csv,31
242,participant2,0,0,P02_trial0001.csv,31
243,participant2,0,0,P02_trial0001.csv,31
244,participant2,0,0,P02_trial0001.csv,31
245,participant2,0,0,P02_trial0001.csv,31
246,participant2,0,0,P02_trial0001.csv,31
247,participant2,0,0,P02_trial0001.csv,31
248,participant2,0,0,P02_trial0001.csv,31
249,participant2,0,0,P02_trial0001.csv,31
250,participant2,0,0,P02_trial0001.csv,31
251,participant2,0,0,P02_trial0001.csv,31
252,participant2,0,0,P02_trial0001.csv,31
253,participant2,0,0,P02_trial0001.csv,31
254,participant2,0,0,P02_trial0001.csv,31
255,participant2,0,0,P02_trial0001.csv,31
256,participant2,0,0,P02_trial0001.csv,31
257,participant2,0,0,P02_trial0001.csv,31
258,participant2,0,0,P02_trial0001.csv,31
259,participant2,0,0,P02_trial0001.csv,31
260,participant2,0,0,P02_trial0001.csv,31
261,participant2,0,0,P02_trial0001.csv,31
262,participant2,0,0,P02_trial0001.csv,31
263,participant2,0,0,P02_trial0001.csv,31
264,participant2,1,1,P02_trial0002.csv,31
265,participant2,1,1,P02_trial0002.csv,31
266,participant2,1,1,P02_trial0002.csv,31
267,participant2,1,1,P02_trial0002.csv,31
268,participant2,1,1,P02_trial0002.csv,31
269,participant2,1,1,P02_trial0002.csv,31
270,participant2,1,1,P02_trial0002.csv,31
271,participant2,1,1,P02_trial0002.csv,31
272,participant2,1,1,P02_trial0002.csv,31
273,participant2,1,1,P02_trial0002.csv,31
274,participant2,1,1,P02_trial0002.csv,31
275,participant2,1,1,P02_trial0002.csv,31
276,participant2,1,1,P02_trial0002.csv,31
277,participant2,1,1,P02_trial0002.csv,31
278,participant2,1,1,P02_trial0002.csv,31
279,participant2,1,1,P02_trial0002.csv,31
280,participant2,1,1,P02_trial0002.csv,31
281,participant2,1,1,P02_trial0002.csv,31
282,participant2,1,1,P02_trial0002.csv,31
283,participant2,1,1,P02_trial0002.csv,31
284,participant2,1,1,P02_trial0002.csv,31
285,participant2,1,1,P02_trial0002.csv,31
286,participant2,1,1,P02_trial0002.csv,31
287,participant2,1,1,P02_trial0002.csv,31
288,participant2,1,1,P02_trial0002.csv,31
289,participant2,1,1,P02_trial0002.csv,31
290,participant2,1,1,P02_trial0002.csv,31
291,participant2,1,1,P02_trial0002.csv,31
292,participant2,1,1,P02_trial0002.csv,31
293,participant2,2,2,P02_trial0003.csv,31
294,participant2,2,2,P02_trial0003.csv,31
295,participant2,2,2,P02_trial0003.csv,31
296,participant2,2,2,P02_trial0003.csv,31
297,participant2,2,2,P02_trial0003.csv,31
298,participant2,2,2,P02_trial0003.csv,31
299,participant2,2,2,P02_trial0003.csv,31
300,participant2,2,2,P02_trial0003.csv,31
301,participant2,2,2,P02_trial0003.csv,31
302,participant2,2,2,P02_trial0003.csv,31
303,participant2,2,2,P02_trial0003.csv,31
304,participant2,2,2,P02_trial0003.csv,31
305,participant2,2,2,P02_trial0003.csv,31
306,participant2,2,2,P02_trial0003.csv,31
307,participant2,2,2,P02_trial0003.csv,31
308,participant2,2,2,P02_trial0003.csv,31
309,participant2,2,2,P02_trial0003.csv,31
310,participant2,2,2,P02_trial0003.csv,31
311,participant2,2,2,P02_trial0003.csv,31
312,participant2,2,2,P02_trial0003.csv,31
313,participant2,2,2,P02_trial0003.csv,31
314,participant2,2,2,P02_trial0003.csv,31
315,participant2,2,2,P02_trial0003.csv,31
316,participant2,2,2,P02_trial0003.csv,31
317,participant2,2,2,P02_trial0003.csv,31
318,participant2,2,2,P02_trial0003.csv,31
319,participant2,2,2,P02_trial0003.csv,31
320,participant2,2,2,P02_trial0003.csv,31
321,participant2,2,2,P02_trial0003.csv,31
322,participant2,2,2,P02_trial0003.csv,31
323,participant2,2,2,P02_trial0003.csv,31
324,participant2,3,3,P02_trial0004.csv,31
325,participant2,3,3,P02_trial0004.csv,31
326,participant2,3,3,P02_trial0004.csv,31
327,participant2,3,3,P02_trial0004.csv,31
328,participant2,3,3,P02_trial0004.csv,31
329,participant2,3,3,P02_trial0004.csv,31
330,participant2,3,3,P02_trial0004.csv,31
331,participant2,3,3,P02_trial0004.csv,31
332,participant2,3,3,P02_trial0004.csv,31
333,participant2,3,3,P02_trial0004.csv,31
334,participant2,3,3,P02_trial0004.csv,31
335,participant2,3,3,P02_trial0004.csv,31
336,participant2,3,3,P02_trial0004.csv,31
337,participant2,3,3,P02_trial0004.csv,31
338,participant2,3,3,P02_trial0004.csv,31
339,participant2,3,3,P02_trial0004.csv,31
340,participant2,3,3,P02_trial0004.csv,31
341,participant2,3,3,P02_trial0004.csv,31
342,participant2,3,3,P02_trial0004.csv,31
343,participant2,3,3,P02_trial0004.csv,31
344,participant2,3,3,P02_trial0004.csv,31
345,participant2,3,3,P02_trial0004.csv,31
346,participant2,3,3,P02_trial0004.csv,31
347,participant2,3,3,P02_trial0004.csv,31
348,participant2,3,3,P02_trial0004.csv,31
349,participant2,3,3,P02_trial0004.csv,31
350,participant2,3,3,P02_trial0004.csv,31
351,participant2,3,3,P02_trial0004.csv,31
352,participant2,3,3,P02_trial0004.csv,31
353,participant2,3,3,P02_trial0004.csv,31
354,participant2,3,3,P02_trial0004.csv,31
355,participant2,3,3,P02_trial0004.csv,31
356,participant2,4,4,P02_trial0005.csv,31
357,participant2,4,4,P02_trial0005.csv,31
358,participant2,4,4,P02_trial0005.csv,31
359,participant2,4,4,P02_trial0005.csv,31
360,participant2,4,4,P02_trial0005.csv,31
361,participant2,4,4,P02_trial0005.csv,31
362,participant2,4,4,P02_trial0005.csv,31
363,participant2,4,4,P02_trial0005.csv,31
364,participant2,4,4,P02_trial0005.csv,31
365,participant2,4,4,P02_trial0005.csv,31
366,participant2,4,4,P02_trial0005.csv,31
367,participant2,4,4,P02_trial0005.csv,31
368,participant2,4,4,P02_trial0005.csv,31
369,participant2,4,4,P02_trial0005.csv,31
370,participant2,4,4,P02_trial0005.csv,31
371,participant2,4,4,P02_trial0005.csv,31
372,participant2,4,4,P02_trial0005.csv,31
373,participant2,4,4,P02_trial0005.csv,31
374,participant2,4,4,P02_trial0005.csv,31
375,participant2,4,4,P02_trial0005.csv,31
376,participant2,4,4,P02_trial0005.csv,31
377,participant2,4,4,P02_trial0005.csv,31
378,participant2,4,4,P02_trial0005.csv,31
379,participant2,4,4,P02_trial0005.csv,31
380,participant2,4,4,P02_trial0005.csv,31
381,participant2,4,4,P02_trial0005.csv,31
382,participant2,4,4,P02_trial0005.csv,31
383,participant2,4,4,P02_trial0005.csv,31
384,participant2,4,4,P02_trial0005.csv,31
385,participant2,4,4,P02_trial0005.csv,31
386,participant2,5,5,P02_trial0006.csv,31
387,participant2,5,5,P02_trial0006.csv,31
388,participant2,5,5,P02_trial0006.csv,31
389,participant2,5,5,P02_trial0006.csv,31
390,participant2,5,5,P02_trial0006.csv,31
391,participant2,5,5,P02_trial0006.csv,31
392,participant2,5,5,P02_trial0006.csv,31
393,participant2,5,5,P02_trial0006.csv,31
394,participant2,5,5,P02_trial0006.csv,31
395,participant2,5,5,P02_trial0006.csv,31
396,participant2,5,5,P02_trial0006.csv,31
397,participant2,5,5,P02_trial0006.csv,31
398,participant2,5,5,P02_trial0006.csv,31
399,participant2,5,5,P02_trial0006.csv,31
400,participant2,5,5,P02_trial0006.csv,31
401,participant2,5,5,P02_trial0006.csv,31
402,participant2,5,5,P02_trial0006.csv,31
403,participant2,5,5,P02_trial0006.csv,31
404,participant2,5,5,P02_trial0006.csv,31
405,participant2,5,5,P02_trial0006.csv,31
406,participant2,5,5,P02_trial0006.csv,31
407,participant2,5,5,P02_trial0006.csv,31
408,participant2,5,5,P02_trial0006.csv,31
409,participant2,5,5,P02_trial0006.csv,31
410,participant2,5,5,P02_trial0006.csv,31
411,participant2,5,5,P02_trial0006.csv,31
412,participant2,5,5,P02_trial0006.csv,31
413,participant2,5,5,P02_trial0006.csv,31
414,participant2,5,5,P02_trial0006.csv,31
415,participant2,5,5,P02_trial0006.csv,31
416,participant2,5,5,P02_trial0006.csv,31
417,participant2,6,6,P02_trial0007.csv,31
418,participant2,6,6,P02_trial0007.csv,31
419,participant2,6,6,P02_trial0007.csv,31
420,participant2,6,6,P02_trial0007.csv,31
421,participant2,6,6,P02_trial0007.csv,31
422,participant2,6,6,P02_trial0007.csv,31
423,participant2,6,6,P02_trial0007.csv,31
424,participant2,6,6,P02_trial0007.csv,31
425,participant2,6,6,P02_trial0007.csv,31
426,participant2,6,6,P02_trial0007.csv,31
427,participant2,6,6,P02_trial0007.csv,31
428,participant2,6,6,P02_trial0007.csv,31
429,participant2,6,6,P02_trial0007.csv,31
430,participant2,6,6,P02_trial0007.csv,31
431,participant2,6,6,P02_trial0007.csv,31
432,participant2,6,6,P02_trial0007.csv,31
433,participant2,6,6,P02_trial0007.csv,31
434,participant2,6,6,P02_trial0007.csv,31
435,participant2,6,6,P02_trial0007.csv,31
436,participant2,6,6,P02_trial0007.csv,31
437,participant2,6,6,P02_trial0007.csv,31
438,participant2,6,6,P02_trial0007.csv,31
439,participant2,6,6,P02_trial0007.csv,31
440,participant2,6,6,P02_trial0007.csv,31
441,participant2,6,6,P02_trial0007.csv,31
442,participant2,6,6,P02_trial0007.csv,31
443,participant2,6,6,P02_trial0007.csv,31
444,participant2,6,6,P02_trial0007.csv,31
445,participant2,6,6,P02_trial0007.csv,31
446,participant2,6,6,P02_trial0007.csv,31
447,participant2,6,6,P02_trial0007.csv,31
448,participant2,7,7,P02_trial0008.csv,31
449,participant2,7,7,P02_trial0008.csv,31
450,participant2,7,7,P02_trial0008.csv,31
451,participant2,7,7,P02_trial0008.csv,31
452,participant2,7,7,P02_trial0008.csv,31
453,participant2,7,7,P02_trial0008.csv,31
454,participant2,7,7,P02_trial0008.csv,31
455,participant2,7,7,P02_trial0008.csv,31
456,participant2,7,7,P02_trial0008.csv,31
457,participant2,7,7,P02_trial0008.csv,31
458,participant2,7,7,P02_trial0008.csv,31
459,participant2,7,7,P02_trial0008.csv,31
460,participant2,7,7,P02_trial0008.csv,31
461,participant2,7,7,P02_trial0008.csv,31
462,participant2,7,7,P02_trial0008.csv,31
463,participant2,7,7,P02_trial0008.csv,31
464,participant2,7,7,P02_trial0008.csv,31
465,participant2,7,7,P02_trial0008.csv,31
466,participant2,7,7,P02_trial0008.csv,31
467,participant2,7,7,P02_trial0008.csv,31
468,participant2,7,7,P02_trial0008.csv,31
469,participant2,7,7,P02_trial0008.csv,31
470,participant2,7,7,P02_trial0008.csv,31
471,participant2,7,7,P02_trial0008.csv,31
472,participant2,7,7,P02_trial0008.csv,31
473,participant2,7,7,P02_trial0008.csv,31
474,participant2,7,7,P02_trial0008.csv,31
475,participant2,7,7,P02_trial0008.csv,31
476,participant2,8,8,P02_trial0009.csv,31
477,participant2,8,8,P02_trial0009.csv,31
478,participant2,8,8,P02_trial0009.csv,31
479,participant2,8,8,P02_trial0009.csv,31
480,participant2,8,8,P02_trial0009.csv,31
481,participant2,8,8,P02_trial0009.csv,31
482,participant2,8,8,P02_trial0009.csv,31
483,participant2,8,8,P02_trial0009.csv,31
484,participant2,8,8,P02_trial0009.csv,31
485,participant2,8,8,P02_trial0009.csv,31
486,participant2,8,8,P02_trial0009.csv,31
487,participant2,8,8,P02_trial0009.csv,31
488,participant2,8,8,P02_trial0009.csv,31
489,participant2,8,8,P02_trial0009.csv,31
490,participant2,8,8,P02_trial0009.csv,31
491,participant2,8,8,P02_trial0009.csv,31
492,participant2,8,8,P02_trial0009.csv,31
493,participant2,8,8,P02_trial0009.csv,31
494,participant2,8,8,P02_trial0009.csv,31
495,participant2,8,8,P02_trial0009.csv,31
496,participant2,8,8,P02_trial0009.csv,31
497,participant2,8,8,P02_trial0009.csv,31
498,participant2,8,8,P02_trial0009.csv,31
499,participant2,8,8,P02_trial0009.csv,31
500,participant2,8,8,P02_trial0009.csv,31
501,participant2,8,8,P02_trial0009.csv,31
502,participant2,8,8,P02_trial0009.csv,31
503,participant2,8,8,P02_trial0009.csv,31
504,participant2,8,8,P02_trial0009.csv,31
505,participant2,8,8,P02_trial0009.csv,31
506,participant2,8,8,P02_trial0009.csv,31
507,participant2,8,8,P02_trial0009.csv,31
508,participant3,0,0,P03_trial0001.csv,31
509,participant3,0,0,P03_trial0001.csv,31
510,participant3,0,0,P03_trial0001.csv,31
511,participant3,0,0,P03_trial0001.csv,31
512,participant3,0,0,P03_trial0001.csv,31
513,participant3,0,0,P03_trial0001.csv,31
514,participant3,0,0,P03_trial0001.csv,31
515,participant3,0,0,P03_trial0001.csv,31
516,participant3,0,0,P03_trial0001.csv,31
517,participant3,0,0,P03_trial0001.csv,31
518,participant3,0,0,P03_trial0001.csv,31
519,participant3,0,0,P03_trial0001.csv,31
520,participant3,0,0,P03_trial0001.csv,31
521,participant3,0,0,P03_trial0001.csv,31
522,participant3,0,0,P03_trial0001.csv,31
523,participant3,0,0,P03_trial0001.csv,31
524,participant3,0,0,P03_trial0001.csv,31
525,participant3,0,0,P03_trial0001.csv,31
526,participant3,0,0,P03_trial0001.csv,31
527,participant3,0,0,P03_trial0001.csv,31
528,participant3,0,0,P03_trial0001.csv,31
529,participant3,0,0,P03_trial0001.csv,31
530,participant3,0,0,P03_trial0001.csv,31
531,participant3,0,0,P03_trial0001.csv,31
532,participant3,0,0,P03_trial0001.csv,31
533,participant3,0,0,P03_trial0001.csv,31
534,participant3,0,0,P03_trial0001.csv,31
535,participant3,0,0,P03_trial0001.csv,31
536,participant3,0,0,P03_trial0001.csv,31
537,participant3,0,0,P03_trial0001.csv,31
538,participant3,0,0,P03_trial0001.csv,31
539,participant3,0,0,P03_trial0001.csv,31
540,participant3,0,0,P03_trial0001.csv,31
541,participant3,1,1,P03_trial0002.csv,31
542,participant3,1,1,P03_trial0002.csv,31
543,participant3,1,1,P03_trial0002.csv,31
544,participant3,1,1,P03_trial0002.csv,31
545,participant3,1,1,P03_trial0002.csv,31
546,participant3,1,1,P03_trial0002.csv,31
547,participant3,1,1,P03_trial0002.csv,31
548,participant3,1,1,P03_trial0002.csv,31
549,participant3,1,1,P03_trial0002.csv,31
550,participant3,1,1,P03_trial0002.csv,31
551,participant3,1,1,P03_trial0002.csv,31
552,participant3,1,1,P03_trial0002.csv,31
553,participant3,1,1,P03_trial0002.csv,31
554,participant3,1,1,P03_trial0002.csv,31
555,participant3,1,1,P03_trial0002.csv,31
556,participant3,1,1,P03_trial0002.csv,31
557,participant3,1,1,P03_trial0002.csv,31
558,participant3,1,1,P03_trial0002.csv,31
559,participant3,1,1,P03_trial0002.csv,31
560,participant3,1,1,P03_trial0002.csv,31
561,participant3,1,1,P03_trial0002.csv,31
562,participant3,1,1,P03_trial0002.csv,31
563,participant3,1,1,P03_trial0002.csv,31
564,participant3,1,1,P03_trial0002.csv,31
565,participant3,1,1,P03_trial0002.csv,31
566,participant3,1,1,P03_trial0002.csv,31
567,participant3,1,1,P03_trial0002.csv,31
568,participant3,1,1,P03_trial0002.csv,31
569,participant3,1,1,P03_trial0002.csv,31
570,participant3,1,1,P03_trial0002.csv,31
571,participant3,1,1,P03_trial0002.csv,31
572,participant3,1,1,P03_trial0002.csv,31
573,participant3,1,1,P03_trial0002.csv,31
574,participant3,1,1,P03_trial0002.csv,31
575,participant3,1,1,P03_trial0002.csv,31
576,participant3,1,1,P03_trial0002.csv,31
577,participant3,1,1,P03_trial0002.csv,31
578,participant3,1,1,P03_trial0002.csv,31
579,participant3,2,2,P03_trial0003.csv,31
580,participant3,2,2,P03_trial0003.csv,31
581,participant3,2,2,P03_trial0003.csv,31
582,participant3,2,2,P03_trial0003.csv,31
583,participant3,2,2,P03_trial0003.csv,31
584,participant3,2,2,P03_trial0003.csv,31
585,participant3,2,2,P03_trial0003.csv,31
586,participant3,2,2,P03_trial0003.csv,31
587,participant3,2,2,P03_trial0003.csv,31
588,participant3,2,2,P03_trial0003.csv,31
589,participant3,2,2,P03_trial0003.csv,31
590,participant3,2,2,P03_trial0003.csv,31
591,participant3,2,2,P03_trial0003.csv,31
592,participant3,2,2,P03_trial0003.csv,31
593,participant3,2,2,P03_trial0003.csv,31
594,participant3,2,2,P03_trial0003.csv,31
595,participant3,2,2,P03_trial0003.csv,31
596,participant3,2,2,P03_trial0003.csv,31
597,participant3,2,2,P03_trial0003.csv,31
598,participant3,2,2,P03_trial0003.csv,31
599,participant3,2,2,P03_trial0003.csv,31
600,participant3,2,2,P03_trial0003.csv,31
601,participant3,2,2,P03_trial0003.csv,31
602,participant3,2,2,P03_trial0003.csv,31
603,participant3,2,2,P03_trial0003.csv,31
604,participant3,2,2,P03_trial0003.csv,31
605,participant3,2,2,P03_trial0003.csv,31
